"MULTILINESTRING ((-74.00900515727426 40.7069389218325, -74.00864537916455 40.70734001931574))",123
"MULTILINESTRING ((-74.07594282546621 40.62716576105623, -74.07638043675632 40.6271378525434))",185
"MULTILINESTRING ((-74.14215899572584 40.63912048864674, -74.14318939507076 40.636525703860954, -74.14363589255584 40.63631368451526))",100
"MULTILINESTRING ((-73.9915054447527 40.721027599402504, -73.9910031488639 40.722007808448815, -73.99095576794663 40.72210026962197, -73.990914297147 40.7221811971916))",381
"MULTILINESTRING ((-73.97993647238523 40.75478254336751, -73.98316796113637 40.75614022163477))",28
"MULTILINESTRING ((-74.00415339140889 40.71773950960501, -74.00532369793707 40.718273346378204))",40
"MULTILINESTRING ((-73.90842425582613 40.679819945910396, -73.90565934202725 40.68014069092527))",42
"MULTILINESTRING ((-74.08230791519681 40.59845762261375, -74.08250919923236 40.59838461310889, -74.0836357465253 40.59795680693161))",81
"MULTILINESTRING ((-73.86944661749565 40.67314310874553, -73.86906320722443 40.671607292621395))",21
"MULTILINESTRING ((-73.8976101330843 40.653453815618604, -73.89746257785893 40.65332105670061, -73.89684143460113 40.65276219189856, -73.89676845053316 40.65269652500652, -73.89663417916705 40.65257571466652, -73.89654981308269 40.65249980577945, -73.89619634482429 40.652181767660736, -73.89610981547811 40.65210391115519, -73.89586154935958 40.65188052683075))",53
"MULTILINESTRING ((-73.85069595270087 40.857406847813145, -73.84935803756224 40.857497174862466))",16
"MULTILINESTRING ((-73.94138899997554 40.61761741939602, -73.94118388011947 40.617432149650575))",238
"MULTILINESTRING ((-73.99700719203685 40.74222816194162, -73.99658017711778 40.74281091284135))",17
"MULTILINESTRING ((-73.9317740462152 40.6950282148441, -73.93147184545109 40.69486090242515))",32
"MULTILINESTRING ((-73.89282471378283 40.86781257391487, -73.89181443986543 40.867423789985544))",11
"MULTILINESTRING ((-73.95654650812463 40.77818010057944, -73.95494520074165 40.77750394666422))",29
"MULTILINESTRING ((-73.97941513475823 40.6734605410189, -73.97705629204977 40.67231826862285))",31
"MULTILINESTRING ((-73.96695119113502 40.766619753859075, -73.96544434773637 40.76598394317808))",22
"MULTILINESTRING ((-74.00812645264551 40.70467179718315, -74.00739218847701 40.70518268851541))",23
"MULTILINESTRING ((-74.00878937691965 40.65696299195163, -74.00659158337976 40.6556127331492))",2
"MULTILINESTRING ((-73.89331141531808 40.66965411709444, -73.8929180047479 40.66811733577965))",16
"MULTILINESTRING ((-73.99623278100584 40.69075777408377, -73.99654805155151 40.69010352530384))",9
"MULTILINESTRING ((-74.00754375933072 40.7154328246253, -74.00882328376777 40.71601382366898))",14
"MULTILINESTRING ((-73.94057100843635 40.57818499612435, -73.93979405757212 40.57826696250536))",18
"MULTILINESTRING ((-73.9622110526474 40.77042347309579, -73.96170832732 40.77110558297252))",1
"MULTILINESTRING ((-74.01099937071182 40.713329521319835, -74.01056054541961 40.71384627532063))",7
"MULTILINESTRING ((-73.95188295711641 40.78456521054895, -73.95142582578924 40.78519175841941))",3
"MULTILINESTRING ((-74.03515779409116 40.6206379203186, -74.03543728497804 40.61995580764228))",15
"MULTILINESTRING ((-73.99133264574373 40.7653092699047, -73.99204631565571 40.76560779342675, -73.99417335223653 40.76650459731163))",41
"MULTILINESTRING ((-73.88956963351282 40.81165816160354, -73.89015389339588 40.813882760429294))",43
"MULTILINESTRING ((-73.8769933231891 40.83151444268637, -73.87606852190054 40.8316415539488))",13
"MULTILINESTRING ((-73.9799619880113 40.71397269930172, -73.97949553915734 40.71488988624976))",6
"MULTILINESTRING ((-73.86713631933846 40.8227338910325, -73.86714797120852 40.822792370812294, -73.86720569355904 40.82308205785135))",7
"MULTILINESTRING ((-74.08032336934775 40.62436676881999, -74.08118744976632 40.62409153827493))",16
"MULTILINESTRING ((-73.92217453750307 40.638391576950774, -73.9218224968442 40.63863675622783, -73.92128930647534 40.63898035486928))",26
"MULTILINESTRING ((-73.90560209628029 40.632012448336425, -73.90378811075436 40.630380283526016))",14
"MULTILINESTRING ((-73.98760345328732 40.6604012287032, -73.9874498254646 40.660189572510106))",16
"MULTILINESTRING ((-73.96276715559688 40.778313040386124, -73.9611661379326 40.777635550088384))",18
"MULTILINESTRING ((-73.95793799949908 40.58607497093681, -73.95779707538455 40.58530191840484))",3
"MULTILINESTRING ((-74.08626756626735 40.61783201089444, -74.08524902303786 40.617511446597135))",17
"MULTILINESTRING ((-73.9530751071911 40.81429928077623, -73.95500087101487 40.81511230573494))",19
"MULTILINESTRING ((-73.91788321575432 40.71028990058807, -73.91674824766707 40.711402315388824))",2
"MULTILINESTRING ((-73.9467295408485 40.66107273871318, -73.94615767718771 40.66110827689472))",9
"MULTILINESTRING ((-73.88284326232096 40.64018871624469, -73.88223466704277 40.63963786887258))",8
"MULTILINESTRING ((-73.9138440072649 40.83369345957246, -73.9130008047981 40.83340906271183))",13
"MULTILINESTRING ((-73.88824333740202 40.87589219547002, -73.88728970094174 40.87564912687611))",4
"MULTILINESTRING ((-73.823106555797 40.83932280673028, -73.82155137311379 40.83869448542928, -73.82098515391368 40.838247439659234))",1
"MULTILINESTRING ((-73.89003568532674 40.84319538397187, -73.88785765972729 40.8421201329502))",3
"MULTILINESTRING ((-73.8831198257 40.848221091877335, -73.88288269234565 40.849074046890884))",4
"MULTILINESTRING ((-74.11684005048923 40.57653771284176, -74.11735167246982 40.57600612451405))",6
"MULTILINESTRING ((-73.88278179599826 40.668025822455895, -73.8824123355854 40.666583718458995, -73.88250642541357 40.66646917898057))",7
"MULTILINESTRING ((-73.87968292821151 40.661169744229404, -73.87883435588452 40.66153545429756))",57
"MULTILINESTRING ((-73.96047113572143 40.647244041304724, -73.9594341944597 40.647358127360555))",24
"MULTILINESTRING ((-74.03535192832503 40.61367299010914, -74.03364741814288 40.6128332434378))",14
"MULTILINESTRING ((-74.02635995559174 40.61825384993942, -74.02748855985243 40.61698424481986))",35
"MULTILINESTRING ((-74.07464224007724 40.591292717746924, -74.07339061317992 40.5887218722764))",5
"MULTILINESTRING ((-73.99680000834898 40.603727745696375, -73.99856385085852 40.60202843320296))",4
"MULTILINESTRING ((-73.78899560234922 40.84671681293798, -73.78866369910756 40.84678461562284))",1
"MULTILINESTRING ((-73.99237444834402 40.702612190019586, -73.99174589361682 40.702563824952094))",4
"MULTILINESTRING ((-74.21399015434767 40.55204558338807, -74.213799835705 40.551560579940805))",1
"MULTILINESTRING ((-73.86278872880133 40.849237983172564, -73.8639230278685 40.849684458087225))",3
"MULTILINESTRING ((-73.94281007298508 40.79413145216269, -73.94234988115828 40.79475532397242))",2
"MULTILINESTRING ((-73.89654653358839 40.907506654542495, -73.89755709947322 40.90747248138804))",2
"MULTILINESTRING ((-73.93448240560436 40.653563189993555, -73.93351201676951 40.653624522583556))",1
"MULTILINESTRING ((-73.98200429445882 40.78559129951861, -73.98144777619659 40.786183993373214))",18
"MULTILINESTRING ((-74.08047368650925 40.57969900384684, -74.07892048988774 40.57887155342282))",3
"MULTILINESTRING ((-73.90421151118012 40.663244702457035, -73.90413271432382 40.663256462456616, -73.9040543744765 40.66326815409688, -73.90346081603234 40.663356734867484, -73.90328377728652 40.66338315510664))",1
"MULTILINESTRING ((-73.9026257070328 40.829260027248246, -73.90220413672915 40.829626511190995))",3
"MULTILINESTRING ((-73.97467949839275 40.75911348674397, -73.97422333664196 40.75973979483781))",8
"MULTILINESTRING ((-73.86582778414416 40.82108981266788, -73.86613816733725 40.82138882043224, -73.86623084731188 40.82147810343016, -73.86630701169447 40.82155147583538, -73.86636163709949 40.82160409894684, -73.86657245639353 40.82180718670528))",4
"MULTILINESTRING ((-73.93740823026556 40.723276986864676, -73.93588504186995 40.72366904994564))",1
"MULTILINESTRING ((-73.96754584770538 40.64768291657277, -73.96733915130056 40.646565108446666))",2
"MULTILINESTRING ((-73.94136449398067 40.84818350804886, -73.94137855526107 40.848287404412304, -73.9411531032947 40.848940479084064, -73.9410850968743 40.84899646490501))",4
"MULTILINESTRING ((-73.94564166871876 40.69203345190453, -73.94549553209679 40.69130013138127))",2
"MULTILINESTRING ((-74.08327081495679 40.59740243955208, -74.08316996271728 40.597243903927705))",3
"MULTILINESTRING ((-74.12061127982646 40.57165074394008, -74.12028251761389 40.57147389210845))",2
"MULTILINESTRING ((-73.96073858361359 40.69242390479988, -73.96029281668113 40.69034624991542))",5
"MULTILINESTRING ((-74.15807638268306 40.58773808572206, -74.15901819237328 40.586787173516434))",3
"MULTILINESTRING ((-74.10598460367679 40.63202159619558, -74.10718487149931 40.63187749863853))",1
"MULTILINESTRING ((-73.94277690989504 40.81159144412489, -73.94232279092599 40.812231264660824))",1
"MULTILINESTRING ((-73.84453315441021 40.840032227305564, -73.84543591223891 40.840697861474716))",1
"MULTILINESTRING ((-74.00386957795418 40.580303998210965, -74.00613230723067 40.58006457937252))",5
"MULTILINESTRING ((-74.09263337823243 40.59679593986533, -74.09337670994849 40.595969856290075))",2
"MULTILINESTRING ((-74.00794728231946 40.59989666774683, -74.0071956121743 40.599452840764286))",4
"MULTILINESTRING ((-73.86883505456213 40.674533646867076, -73.86791088123056 40.67466862193023))",1
"MULTILINESTRING ((-73.99776924445038 40.691194697860745, -73.99808645367024 40.69053507786335))",2
"MULTILINESTRING ((-73.97278020725106 40.591694612988846, -73.9714184756329 40.59183850998363))",4
"MULTILINESTRING ((-74.01478487192244 40.620124798828, -74.01382865141811 40.61954666653489, -74.01299519054784 40.619042742452066, -74.01258398947697 40.61879411830611))",1
"MULTILINESTRING ((-74.1765163796162 40.54852586135329, -74.1772568963166 40.54886473305739))",1
"MULTILINESTRING ((-73.88761291911075 40.673117181645544, -73.88728842529562 40.67184859551731))",7
"MULTILINESTRING ((-74.02172925531488 40.62067945213612, -74.02119841399954 40.620356930495184, -74.02059484724826 40.61999021361973))",2
"MULTILINESTRING ((-73.79822597163133 40.594140033815556, -73.79828805722934 40.59482637902279))",6
"MULTILINESTRING ((-73.98273252381799 40.661539483759455, -73.98037233135878 40.66039838484132))",11
"MULTILINESTRING ((-73.96391167638795 40.60274959664712, -73.96345501179252 40.60036321254461))",6
"MULTILINESTRING ((-73.97976864635497 40.75214077301807, -73.97931637011669 40.75276011824946, -73.9792868623029 40.752800496942186))",1
"MULTILINESTRING ((-73.95297381333762 40.633427931790735, -73.95201033209003 40.63353026457395))",2
"MULTILINESTRING ((-73.88659802345121 40.83927905010849, -73.88618432100596 40.84010504396831))",2
"MULTILINESTRING ((-73.9175222863913 40.69889324113168, -73.91622341565288 40.699027929141764))",2
"MULTILINESTRING ((-74.10076735096148 40.57519387151832, -74.10003652035277 40.57479923393866))",2
"MULTILINESTRING ((-74.01214432898097 40.708992645498256, -74.0129927976973 40.709354270383685))",1
"MULTILINESTRING ((-74.16564027504099 40.559009293257745, -74.16591981713823 40.560290410269594))",1
"MULTILINESTRING ((-73.89276550548514 40.67495614384313, -73.89186025302008 40.67509058989761))",1
"MULTILINESTRING ((-73.96337092961164 40.609878657992496, -73.96297144722497 40.60772873346699))",1
"MULTILINESTRING ((-73.95398278705585 40.62355503207882, -73.9535313725748 40.62116509500083))",1
"MULTILINESTRING ((-74.13029922789089 40.637191109184066, -74.1309954255714 40.63727386841405))",1
"MULTILINESTRING ((-73.9170716303827 40.695782546122985, -73.91691887420782 40.69569567216786, -73.9168607442118 40.695662612883226, -73.91677235158907 40.69561234270597, -73.91670957662276 40.69557664159619, -73.91661144267633 40.6955208309815, -73.91655004872202 40.695485915148126, -73.91631325673588 40.69535124583388))",1
"MULTILINESTRING ((-73.96245008195602 40.6339114561978, -73.96119418003485 40.63403738237387))",1
"MULTILINESTRING ((-73.99717096229317 40.6122148828315, -73.99773894666181 40.61164970118908))",1
"MULTILINESTRING ((-73.95442290790025 40.57735009294152, -73.95431528691118 40.57740766527195, -73.95410694823488 40.57742827648669, -73.95403280895081 40.57740231176921))",1
"MULTILINESTRING ((-74.15955749232698 40.53833428287026, -74.15914106427218 40.53789864466603))",2
"MULTILINESTRING ((-73.84930893472087 40.858717502356164, -73.84833709167283 40.858701848389735))",1
"MULTILINESTRING ((-73.9461705517457 40.77723138198687, -73.94571187574753 40.77786000576527))",1
"MULTILINESTRING ((-73.90625673839972 40.708866631610356, -73.9054142317972 40.709685849217195, -73.90529839441845 40.709766097644106, -73.9051715045943 40.70983755692052, -73.90503536207325 40.709899003704, -73.90489209981446 40.70994945768022, -73.90474401336418 40.70998833672277))",2
"MULTILINESTRING ((-73.83380623282925 40.83664279042077, -73.83373331376382 40.83646807927557, -73.83373329009868 40.836468016587425, -73.83363880893813 40.836296236787874, -73.83363873776682 40.8362961192508, -73.83363866723248 40.83629601159855, -73.83352283163693 40.83612938777689, -73.83352277274919 40.83612929773142, -73.83352270126713 40.836129216379035, -73.83338631357104 40.83596995609079, -73.83338620688919 40.835969838334734, -73.83338608849196 40.835969730613186, -73.8332304694001 40.835820014179575, -73.83323036335655 40.83581990597317, -73.8332302328067 40.83581980694514, -73.83305721603091 40.83568154688608, -73.83305709783512 40.83568144720564, -73.83305695623507 40.8356813570402, -73.83286886147462 40.8355562400899, -73.83286868399145 40.835556122398266, -73.83286848266208 40.835556014556005, -73.83266797433274 40.835445368115465, -73.83266773753974 40.835445241458686, -73.83266747690179 40.83544512414868, -73.83245726865395 40.83534979859549, -73.83245710274741 40.83534972648662, -73.83245691280067 40.835349653672715, -73.83223971754491 40.83527007656971))",1
"MULTILINESTRING ((-73.95746359870883 40.642371669776274, -73.95707031021693 40.64196067140502))",1
"MULTILINESTRING ((-73.9442428614748 40.699699279647746, -73.94409591260093 40.69897295461311))",1
"MULTILINESTRING ((-73.88479646292699 40.684152110317825, -73.88446110075836 40.682861759757124))",2
"MULTILINESTRING ((-73.9442644791824 40.71379532948904, -73.94438746538694 40.71453160112804))",1
"MULTILINESTRING ((-73.93135192858175 40.63338080034887, -73.9313126979518 40.63302348730199, -73.93127343314974 40.63266581335062))",3
"MULTILINESTRING ((-73.74465934923359 40.598390671111915, -73.74475453455865 40.59882680935954))",1
"MULTILINESTRING ((-73.77454211219312 40.593749935121636, -73.77477124573059 40.59573537675001))",1
"MULTILINESTRING ((-73.97720770387252 40.66816808419653, -73.97771695307206 40.667569494156666))",1
"MULTILINESTRING ((-73.95603285240497 40.664376909885696, -73.9550848316067 40.66443275397402))",38
"MULTILINESTRING ((-73.91922145230767 40.84762665307592, -73.9186639860965 40.848006007999196, -73.91834570927902 40.84824360312849))",908
"MULTILINESTRING ((-73.95590682860535 40.66835976243144, -73.95622344737568 40.66748021448109))",1
"MULTILINESTRING ((-73.91744339641889 40.84922435309613, -73.9168844736333 40.84960575832593, -73.91670818464566 40.849725357562576, -73.9160820821361 40.85014941025502, -73.91553046979502 40.850547880314465))",178
"MULTILINESTRING ((-73.94909482173738 40.61292211742836, -73.94822751348862 40.6135248178409))",1176
"MULTILINESTRING ((-73.98000693068478 40.640208837252125, -73.97990983204475 40.63968635740925))",14
"MULTILINESTRING ((-73.96679360307603 40.58511406811223, -73.96681649291017 40.58499377924294))",874
"MULTILINESTRING ((-74.0887058233976 40.63684520627818, -74.08759775180202 40.63626202395628))",138
"MULTILINESTRING ((-73.98493339345687 40.73637638484095, -73.98431264949767 40.73611432613149, -73.98270105748783 40.73543184572241))",43
"MULTILINESTRING ((-73.92166171397822 40.831336424940915, -73.9212436725413 40.831189629548646))",4
"MULTILINESTRING ((-73.92189107662325 40.8411176575284, -73.9223740225336 40.84191082307352))",27
"MULTILINESTRING ((-73.91413057980454 40.66018143948989, -73.91373611742817 40.65864542063162))",39
"MULTILINESTRING ((-73.90118164126832 40.831424765076584, -73.90116335355117 40.831415218122444, -73.90114537974938 40.83140533387343, -73.9011277302212 40.831395117699365, -73.90111041466048 40.831384576812205, -73.90109344474921 40.831373716247846, -73.90107683017969 40.83136254422345, -73.90106058109028 40.831351065606064, -73.90104470695339 40.831339288110065, -73.90102921680032 40.831327219449456, -73.90101412098792 40.83131486583169, -73.90099942832664 40.83130223513811, -73.90098514718727 40.83128933424455, -73.9009712863782 40.83127617237252, -73.90095785360879 40.83126275622979, -73.90094485857037 40.83124909453607, -73.90093230698675 40.83123519433243, -73.90092020810609 40.831221065678406, -73.90090856853413 40.83120671578336, -73.9008973946533 40.831192153699206, -73.90088669372919 40.83117738780852, -73.9008764730259 40.831162427499066, -73.90086673760324 40.831147281318984, -73.90085749296028 40.83113195898956, -73.90084874525958 40.831116469059936, -73.90084050000047 40.83110082108381, -73.90083276158047 40.831085023943864, -73.90082553527637 40.83106908853381, -73.90081882482599 40.831053022395515, -73.90081263440256 40.83103683692431, -73.90080696818374 40.83102054050009, -73.90080182879937 40.831004144181755, -73.90079721998497 40.83098765701891, -73.90079314415104 40.83097108923266, -73.90078960370977 40.83095444987144, -73.90078660062905 40.83093775016108, -73.90078413732006 40.83092099982012, -73.90078221465086 40.830904208063174, -73.90078083458906 40.83088738628359, -73.90077999690045 40.83087054335996, -73.90077970333304 40.830853690015324, -73.90077995254838 40.8308368361325, -73.90078074585412 40.830819991931556))",320
"MULTILINESTRING ((-73.97140089764545 40.69585215762709, -73.9703653688508 40.6958124082798))",231
"MULTILINESTRING ((-74.00559862396001 40.710396965501424, -74.00509364664792 40.71097736617383))",227
"MULTILINESTRING ((-73.98848372221005 40.71276927201402, -73.98804305593424 40.71280708131274, -73.9879358522276 40.71281627925277, -73.98766788884635 40.7128392695666))",34
"MULTILINESTRING ((-73.91411389259672 40.69639802080358, -73.91255555465487 40.697981759110476))",16
"MULTILINESTRING ((-73.89867564040456 40.67558279320553, -73.89782940069982 40.675609114497284))",115
"MULTILINESTRING ((-73.9170716303827 40.695782546122985, -73.9168452773839 40.696011131253286, -73.91678866531045 40.69606830127899, -73.9167139030562 40.696143800215864, -73.91665894960407 40.696199294763005, -73.91659573443127 40.69626313235968, -73.91640993439374 40.69645076126377, -73.91636597185173 40.696495156082605, -73.91633102974576 40.69653044160695, -73.91629711218899 40.69656469254641, -73.91626541347094 40.696596703070995, -73.91622955554143 40.69663291398926, -73.91618422987172 40.69667868515583, -73.91613670222765 40.696726679631126, -73.91609583888506 40.69676794434414, -73.91601743311011 40.69684712091096, -73.91596878586124 40.696896245811494, -73.91561605435473 40.6972524399325))",105
"MULTILINESTRING ((-73.9182820095924 40.81935837675595, -73.9178308065626 40.81923704787528, -73.91775401418838 40.8192163985148, -73.9164970400449 40.81887838472704))",18
"MULTILINESTRING ((-73.9032427350223 40.81071288453239, -73.90308946596544 40.809856399200235))",44
"MULTILINESTRING ((-73.88288427155386 40.68050725496261, -73.88260461840049 40.67938420796121))",8
"MULTILINESTRING ((-73.97956332595034 40.66931297414805, -73.97720770387252 40.66816808419653))",27
"MULTILINESTRING ((-73.97836791129664 40.6484697135364, -73.97827509200297 40.647975319214744, -73.97825807704928 40.64788468938924, -73.97819074425304 40.647525991511245))",24
"MULTILINESTRING ((-73.97296602724712 40.758389280800465, -73.97145048043805 40.75774923203725))",29
"MULTILINESTRING ((-73.98789201618997 40.69046751301505, -73.98709985879678 40.690162729023974))",54
"MULTILINESTRING ((-74.07524175845788 40.634173094265925, -74.07521455299239 40.63360092194019))",615
"MULTILINESTRING ((-74.07824127422185 40.62655490089857, -74.07848660243516 40.62629179981731))",236
"MULTILINESTRING ((-74.07704361522185 40.64196340785027, -74.07645006366894 40.63952946743082))",43
"MULTILINESTRING ((-73.9923378458153 40.601035766413574, -73.9915984261123 40.600580365552105))",90
"MULTILINESTRING ((-73.96664626621185 40.58331243134104, -73.9659960285776 40.58322205043911))",225
"MULTILINESTRING ((-73.95805939541417 40.73271596710893, -73.95817589765223 40.73342568164897))",135
"MULTILINESTRING ((-73.86391516831664 40.88142411914383, -73.8611011854679 40.880545438848486))",11
"MULTILINESTRING ((-73.8802340301744 40.87128867054259, -73.88000695025302 40.87046972787871))",8
"MULTILINESTRING ((-73.97579060008623 40.61232846305594, -73.97458407480241 40.61161357623683))",9
"MULTILINESTRING ((-74.0048448675 40.71885301673626, -74.00437215011533 40.71946672443134))",41
"MULTILINESTRING ((-74.09616891309581 40.583043786448755, -74.09379744503778 40.58181581093059))",1
"MULTILINESTRING ((-73.99871270610068 40.73988087754229, -74.00155531453736 40.74108002586147))",134
"MULTILINESTRING ((-73.990914297147 40.7221811971916, -73.99082291767944 40.72215397002986, -73.99077852805256 40.72214074342894, -73.99073837368884 40.722128779130685, -73.99069785713642 40.72211670706944, -73.99004036994961 40.72192079654016))",21
"MULTILINESTRING ((-73.96775937521792 40.578404161583656, -73.96806561638036 40.57707539122441, -73.9682367535332 40.57633280964097, -73.96824684864013 40.57628898386068))",68
"MULTILINESTRING ((-73.90183648771648 40.66520161199241, -73.9014511470386 40.66365836465821))",45
"MULTILINESTRING ((-73.93541084879982 40.79600549507566, -73.93495615425263 40.795813500334006, -73.93487998299658 40.7957813285441, -73.933629016566 40.79525295563694, -73.93346229253807 40.79518253402079, -73.93315697253854 40.79505357133678))",160
"MULTILINESTRING ((-73.93331215384306 40.8553345840697, -73.93276050002905 40.85650309200866))",79
"MULTILINESTRING ((-74.1680777553223 40.61370840707723, -74.16849128656067 40.611840072524586, -74.16753315476471 40.61168589831944))",41
"MULTILINESTRING ((-74.0030101437975 40.68439074301503, -74.00164857111277 40.68400912383106))",80
"MULTILINESTRING ((-73.94224145731903 40.8378434363573, -73.94179132728878 40.83846945851068))",153
"MULTILINESTRING ((-73.91277823162264 40.840691064592754, -73.91269769187517 40.840930129302016, -73.912622562266 40.84115715928254, -73.91246930262152 40.84162025687984))",52
"MULTILINESTRING ((-73.93848808574823 40.835196745355404, -73.93988785977646 40.835793943221454))",23
"MULTILINESTRING ((-73.99966066429688 40.674554355262636, -73.99983041600998 40.674197328316424))",32
"MULTILINESTRING ((-74.03042727609291 40.625009935881906, -74.02781309671755 40.62438995034653, -74.02773394483708 40.62430140322686))",9
"MULTILINESTRING ((-74.0286577676278 40.63654600852422, -74.02878300552388 40.63623927357724, -74.02894215584342 40.63586681102552))",32
"MULTILINESTRING ((-73.81896746464929 40.60954260900561, -73.81909495136675 40.608661007978064))",2
"MULTILINESTRING ((-73.97710959292857 40.62494825969152, -73.9769438237418 40.6240527495121))",5
"MULTILINESTRING ((-73.9558608644052 40.80374371714886, -73.95731723183214 40.80435583930517))",10
"MULTILINESTRING ((-73.89600716178056 40.855596343865905, -73.89575585071745 40.855978810352184, -73.8955807657566 40.85624526699381))",5
"MULTILINESTRING ((-74.03595784256667 40.638821144636054, -74.03602236066493 40.63864135348739, -74.0360692038621 40.6384578761867, -74.03609788820769 40.638272243280085, -74.03610824954124 40.63808602155898, -74.03607030710799 40.63730595025948))",34
"MULTILINESTRING ((-74.03574203342504 40.615075989423545, -74.0348936622186 40.615375700441724))",3
"MULTILINESTRING ((-73.92916752203725 40.66429953215192, -73.9290523546552 40.66435100653999))",26
"MULTILINESTRING ((-74.16030985844206 40.633764411776724, -74.16034141181333 40.63299846478485))",8
"MULTILINESTRING ((-73.92062217518513 40.651098685011014, -73.92058012415667 40.65070650756894))",46
"MULTILINESTRING ((-73.96712019330276 40.79850479134398, -73.96786341034476 40.79881805922108, -73.96837842516949 40.79903513447574, -73.96844052847078 40.79906012911922))",29
"MULTILINESTRING ((-73.94619473691901 40.77298506339947, -73.945128609087 40.7725324179775))",27
"MULTILINESTRING ((-73.98820701393127 40.691806959706845, -73.98734787486129 40.69145766743494))",14
"MULTILINESTRING ((-74.01007045227166 40.72075557269436, -74.00991911726766 40.72146245887174))",45
"MULTILINESTRING ((-73.86442324272926 40.877524937563535, -73.86347486263485 40.87749123082618))",4
"MULTILINESTRING ((-74.00998418601552 40.70514773317048, -74.00999520608896 40.705331238416136, -74.00986580893488 40.705796426663284))",26
"MULTILINESTRING ((-74.08748696181628 40.612932352513795, -74.08791568582548 40.61228729654511))",6
"MULTILINESTRING ((-74.11814040923402 40.606615894245806, -74.1182347088622 40.60660707922661, -74.11831881810245 40.60659921663747, -74.11839435297625 40.60659215556758, -74.11853408904429 40.60657909286297, -74.11861477520316 40.60657155038505, -74.1187322221689 40.606560571216505, -74.11881323245213 40.606552998109116, -74.11888052430804 40.606546707163155, -74.1189722281885 40.60653813412522, -74.11912585737028 40.60652377120252))",5
"MULTILINESTRING ((-73.90290615470235 40.85359180208871, -73.90258994504491 40.85397252453405))",30
"MULTILINESTRING ((-74.21800676117147 40.541828520786524, -74.21803946390465 40.5419133604801))",17
"MULTILINESTRING ((-73.94221251549473 40.61752605529707, -73.94219303833809 40.61740510556901, -73.94219301470389 40.61740497924036, -73.94219296733368 40.61740484418824, -73.94215089424699 40.61728548600275, -73.94215085914136 40.61728540523617, -73.94215081150486 40.617285323960694, -73.94208674211349 40.61717112378235, -73.94208665934826 40.617170988712374, -73.94208656426402 40.617170862347685, -73.94200242173198 40.61706528812035, -73.94200232664807 40.61706516175558, -73.9420022086842 40.61706505363995, -73.94190092042902 40.61697077201637, -73.94169197429969 40.61678397035198, -73.94070783232225 40.61590415315215, -73.9400730341587 40.61533663975493))",9
"MULTILINESTRING ((-74.00568704524355 40.73755187931239, -74.00559157296556 40.73813896950704))",11
"MULTILINESTRING ((-73.92376718770662 40.86440362521263, -73.92188278764776 40.865100118213405))",3
"MULTILINESTRING ((-73.94222776603294 40.711800639363844, -73.94068803134424 40.711962047631616))",26
"MULTILINESTRING ((-73.82076462903856 40.59888858208274, -73.82163975167092 40.59897995990201))",11
"MULTILINESTRING ((-74.11622834094337 40.56692362118648, -74.11676970908796 40.566323871620945))",3
"MULTILINESTRING ((-73.92549121133747 40.66943431152898, -73.9225443230156 40.669275810695105))",74
"MULTILINESTRING ((-73.96757916846093 40.79786706092127, -73.96889775097117 40.798424518915674))",27
"MULTILINESTRING ((-73.94586879247822 40.643423744104574, -73.94490075778126 40.64348470832207))",5
"MULTILINESTRING ((-73.99503449535302 40.63223029495093, -73.99539449080854 40.63188075567854))",3
"MULTILINESTRING ((-73.94910762131781 40.581981282811725, -73.94807309352427 40.58178707192073))",29
"MULTILINESTRING ((-73.95740458990092 40.7827903695931, -73.95589812342914 40.782154093770714))",8
"MULTILINESTRING ((-73.92938006015942 40.83466996138209, -73.93035512685225 40.83450471046562))",8
"MULTILINESTRING ((-73.99140800923699 40.639155386804205, -73.98920592476995 40.637824063863235))",13
"MULTILINESTRING ((-73.94998365122093 40.79882018378117, -73.95008227936931 40.798860930728445, -73.95064331166547 40.799092714837414))",19
"MULTILINESTRING ((-73.86425521328187 40.81465759330641, -73.86474785774942 40.81676661594482))",2
"MULTILINESTRING ((-73.90038989214342 40.66700973088686, -73.89999713966354 40.665471858097504))",6
"MULTILINESTRING ((-73.85857805724163 40.86854920558436, -73.85761588683674 40.86938365725458))",3
"MULTILINESTRING ((-74.12109964310345 40.60814478006219, -74.12107048253144 40.607853997744726, -74.12105771194561 40.60772665099986, -74.12103495556171 40.60749973341835, -74.12102225339977 40.6073730732952, -74.12100266197822 40.60717771754444))",8
"MULTILINESTRING ((-73.90170483533173 40.90217818134139, -73.90166687485615 40.90235116586171, -73.90161317278056 40.902522571457645, -73.90154393633136 40.90269119162364, -73.90145962404638 40.90285579342693, -73.90136085704512 40.9030152506131, -73.90124848644263 40.90316849759649))",3
"MULTILINESTRING ((-73.9870561935872 40.74214233023648, -73.98659724531731 40.74277168689487))",6
"MULTILINESTRING ((-73.99270034997654 40.63446671796734, -73.99049724856128 40.633136841319335))",17
"MULTILINESTRING ((-73.99755164555447 40.746580899627276, -73.99709902920391 40.747205102042244))",2
"MULTILINESTRING ((-73.94240147928666 40.65588481058992, -73.94146260988987 40.65594424802982))",13
"MULTILINESTRING ((-73.95885874693442 40.698677326416465, -73.95795938221015 40.69882000271324))",2
"MULTILINESTRING ((-74.08058820318425 40.62679002687696, -74.08005298220786 40.62704531119449))",16
