start station latitude,start station longitude,end station latitude,end station longitude
40.68034242,-73.95576894,40.6750207,-73.97111473
40.76030096,-73.99884222,40.74177603,-74.00149746
40.73226398,-73.99852205,40.739323,-74.008119
40.73624527,-73.98473765,40.7423543,-73.98915076
40.76132983,-73.97982001,40.73221853,-73.98165557
40.76370739,-73.9851615,40.76370739,-73.9851615
40.6746957,-73.99785768,40.6747055,-74.0075572
40.7835016,-73.955327,40.7689738,-73.95482273
40.75058535,-73.99468482,40.73038599,-74.00214988
40.74395411,-73.99144871,40.73649403,-73.99704374
40.76500525,-73.95818491,40.72110063,-73.9919254
40.724055,-73.955736,40.73026,-73.95394
40.75640548,-73.9900262,40.76370739,-73.9851615
40.74096374,-73.98602213,40.73047309,-73.98672378
40.77896784,-73.97374737,40.77896784,-73.97374737
40.7862586,-73.94552579,40.7903051,-73.94755757
40.75097711,-73.98765428,40.73454567,-73.99074142
40.74238787,-73.99726235,40.74395411,-73.99144871
40.69165183,-73.9999786,40.6827549,-73.98258555
40.73181402,-73.95995021,40.72153267,-73.95782357
40.76227205,-73.98788205,40.73997354,-74.00513873
40.76227205,-73.98788205,40.739323,-74.008119
40.76227205,-73.98788205,40.739323,-74.008119
40.73181402,-73.95995021,40.72153267,-73.95782357
40.6750705,-73.98775226,40.6686627,-73.97988067
40.73704984,-73.99009296,40.73020661,-73.99102628
40.70569254,-74.01677685,40.7361967,-74.00859207
40.7403432,-73.98955109,40.7158155,-73.99422366
40.74232744,-73.95411749,40.73555,-73.95284
40.72019576,-73.98997825,40.7451677,-73.98683077
40.72779126,-73.98564945,40.72110063,-73.9919254
40.72210379,-73.99724901,40.7981856,-73.9605909
40.72019576,-73.98997825,40.7451677,-73.98683077
40.77801203,-73.95407149,40.77862688,-73.95772073
40.68382604,-73.97632328,40.66106337,-73.97945255
40.735238,-74.000271,40.73532427,-73.99800419
40.72405549,-74.00965965,40.72779126,-73.98564945
40.7903051,-73.94755757,40.7892105,-73.94370784
40.693261,-73.968896,40.6776147,-73.97324283
40.73172428,-74.00674436,40.71602118,-73.99974372
40.73454567,-73.99074142,40.73047309,-73.98672378
40.73038599,-74.00214988,40.75660359,-73.9979009
40.72779126,-73.98564945,40.72110063,-73.9919254
40.71910537,-73.99973337,40.72740794,-73.98142006
40.7814107,-73.95595908,40.773763,-73.96222088
40.6902375,-73.99203074,40.68312489,-73.97895137
40.72430527,-73.99600983,40.72490985,-74.00154702
40.72430527,-73.99600983,40.7997568,-73.96211287
40.75668721,-73.98257732,40.7770575,-73.97898475
40.70905623,-74.01043382,40.739445,-73.976806
40.73971301,-73.99456405,40.73223272,-73.98889957
40.722055,-73.989111,40.72453734,-73.98185424
40.77966809,-73.98093045,40.75929124,-73.98859651
40.71469,-73.95739,40.7169811,-73.94485918
40.74734825,-73.99723551,40.7806284,-73.9521667
40.72771408,-74.01129574,40.7037992,-74.00838676
40.71638032,-73.94821286,40.68098339,-73.95004798
40.76590936,-73.97634151,40.76228826,-73.98336183
40.71406667,-73.99293911,40.72019576,-73.98997825
40.74290902,-73.97706058,40.75019995,-73.99093085
40.74734825,-73.99723551,40.73047747,-73.99906065
40.68098339,-73.95004798,40.6894932,-73.942061
40.71534825,-73.96024116,40.68098339,-73.95004798
40.746647,-73.993915,40.7423543,-73.98915076
40.713126,-73.984844,40.714215,-73.981346
40.71907891,-73.9422369,40.71534825,-73.96024116
40.72036775,-73.96165073,40.70853074,-73.96408963
40.72771408,-74.01129574,40.73536706,-73.98797393
40.751551,-73.993934,40.76227205,-73.98788205
40.71413311,-73.95234386,40.72036775,-73.96165073
40.735238,-74.000271,40.73532427,-73.99800419
40.76471852,-73.9622207,40.7839636,-73.9471673
40.72490985,-74.00154702,40.72317958,-73.99480012
40.75668721,-73.98257732,40.71893904,-73.99266288
40.6793307,-73.97519523,40.67514684,-73.97523209
40.7734066,-73.97782542,40.77966809,-73.98093045
40.69102926,-73.99183363,40.69089272,-73.99612349
40.69102926,-73.99183363,40.69089272,-73.99612349
40.72771408,-74.01129574,40.71754834,-74.01322069
40.734232,-73.986923,40.73401143,-74.00293877
40.73912601,-73.97973776,40.7489006,-73.97604882
40.71406667,-73.99293911,40.71406667,-73.99293911
40.715143,-73.944507,40.70877084,-73.95095259
40.72430527,-73.99600983,40.73401143,-74.00293877
40.74901271,-73.98848395,40.76019252,-73.9912551
40.73454567,-73.99074142,40.7462009,-73.98855723
40.72906,-73.95779,40.73026,-73.95394
40.74901271,-73.98848395,40.75763228,-73.96930575
40.751396,-74.005226,40.73935542,-73.99931783
40.71850211,-73.98329859,40.73223272,-73.98889957
40.73224119,-74.00026394,40.6763947,-73.99869893
40.72430527,-73.99600983,40.73401143,-74.00293877
40.7652654,-73.98192338,40.7575699,-73.99098507
40.735238,-74.000271,40.73532427,-73.99800419
40.74334935,-74.00681753,40.711512,-74.015756
40.74238787,-73.99726235,40.72621788,-73.98379855
40.72243797,-74.00566443,40.736502,-73.97809472
40.78414472,-73.98362492,40.7811223,-73.94965589
40.73624527,-73.98473765,40.75466591,-73.99138152
40.71273266,-74.0046073,40.718822,-73.99596
40.76009437,-73.99461843,40.75527307,-73.98316936
40.714215,-73.981346,40.714215,-73.981346
40.72917025,-73.99810231,40.73223272,-73.98889957
40.70538077,-73.94976519,40.698617,-73.941342
40.70717936,-74.00887308,40.70823502,-74.00530063
40.716887,-73.963198,40.716887,-73.963198
40.7169811,-73.94485918,40.72079821,-73.95484712
40.68506807,-73.9779076,40.6794268,-73.9298911
40.73781509,-73.99994661,40.73543934,-73.99453948
40.69539817,-73.94954908,40.6894932,-73.942061
40.71413089,-73.9970468,40.7014851,-73.98656928
40.73401143,-74.00293877,40.73020661,-73.99102628
40.76663814,-73.95348296,40.78018397,-73.97728533
40.70834698,-74.01713445,40.73224119,-74.00026394
40.70767788,-73.94016171,40.71605866,-73.99190759
40.71534825,-73.96024116,40.71413311,-73.95234386
40.73587678,-73.98205027,40.72502876,-73.99069656
40.735238,-74.000271,40.73532427,-73.99800419
40.71534825,-73.96024116,40.71413311,-73.95234386
40.69839895,-73.98068914,40.72110063,-73.9919254
40.72743423,-73.99379025,40.7208736,-73.98085795
40.74395411,-73.99144871,40.7462009,-73.98855723
40.76269882,-73.99301222,40.73401143,-74.00293877
40.74238787,-73.99726235,40.734232,-73.986923
40.6861758,-73.99645295,40.6902375,-73.99203074
40.69681963,-73.93756926,40.6933982,-73.939877
40.7612274,-73.96094022,40.74395411,-73.99144871
40.74345335,-74.00004031,40.73224119,-74.00026394
40.77801203,-73.95407149,40.7739139,-73.95439535
40.72405549,-74.00965965,40.7037992,-74.00838676
40.7190095,-73.95852515,40.73026,-73.95394
40.70277159,-73.99383605,40.711066,-74.009447
40.73401143,-74.00293877,40.710451,-73.960876
40.68098339,-73.95004798,40.6823687,-73.944118
40.73401143,-74.00293877,40.710451,-73.960876
40.71910537,-73.99973337,40.73935542,-73.99931783
40.7814107,-73.95595908,40.77862688,-73.95772073
40.73047309,-73.98672378,40.73020661,-73.99102628
40.72917025,-73.99810231,40.6765304,-73.97846879
40.68940747,-73.96885458,40.67890679,-73.94142771
40.70277159,-73.99383605,40.711066,-74.009447
40.6902375,-73.99203074,40.68753406,-73.97265183
40.75097711,-73.98765428,40.751551,-73.993934
40.71286844,-73.95698119,40.70924826,-73.96063149
40.735238,-74.000271,40.73532427,-73.99800419
40.7381765,-73.97738662,40.714215,-73.981346
40.74232744,-73.95411749,40.74731,-73.95451
40.72502876,-73.99069656,40.73997354,-74.00513873
40.68940747,-73.96885458,40.680611,-73.99475825
40.75058535,-73.99468482,40.76584941,-73.98690506
40.71413311,-73.95234386,40.71286844,-73.95698119
40.7190095,-73.95852515,40.73564,-73.95866
40.73020661,-73.99102628,40.717571,-74.005549
40.73401143,-74.00293877,40.7381765,-73.97738662
40.73224119,-74.00026394,40.73704984,-73.99009296
40.7158155,-73.99422366,40.71406667,-73.99293911
40.78414472,-73.98362492,40.7973721,-73.97041192
40.7981856,-73.9605909,40.8008363,-73.96644925
40.7981856,-73.9605909,40.8008363,-73.96644925
40.7457121,-73.98194829,40.7903051,-73.94755757
40.751873,-73.977706,40.71622644,-73.98261206
40.71247661,-73.94100005,40.70877084,-73.95095259
40.75466591,-73.99138152,40.714215,-73.981346
40.76370739,-73.9851615,40.740983,-74.001702
40.72325,-73.94308,40.71167351,-73.95141312
40.73224119,-74.00026394,40.68940747,-73.96885458
40.71247661,-73.94100005,40.71534825,-73.96024116
40.72453734,-73.98185424,40.6823687,-73.944118
40.72325,-73.94308,40.71167351,-73.95141312
40.7158155,-73.99422366,40.6864442,-73.98759104
40.77492513,-73.98266566,40.7208736,-73.98085795
40.74971775,-74.00295035,40.734232,-73.986923
40.72110063,-73.9919254,40.7867947,-73.977112
40.735238,-74.000271,40.73649403,-73.99704374
40.73827428,-73.98751968,40.72953837,-73.98426726
40.734232,-73.986923,40.73726186,-73.99238967
40.73038599,-74.00214988,40.72110063,-73.9919254
40.7423543,-73.98915076,40.74765947,-73.98490707
40.756014,-73.967416,40.73224119,-74.00026394
40.744023,-73.976056,40.73935542,-73.99931783
40.73020661,-73.99102628,40.74096374,-73.98602213
40.72621788,-73.98379855,40.722055,-73.989111
40.688226,-73.979382,40.73535398,-74.00483091
40.73827428,-73.98751968,40.73047747,-73.99906065
40.7423543,-73.98915076,40.75513557,-73.98658032
40.716887,-73.963198,40.69681963,-73.93756926
40.77801203,-73.95407149,40.7811223,-73.94965589
40.7546011,-73.97187886,40.7739139,-73.95439535
40.73781509,-73.99994661,40.71273266,-74.0046073
40.7423543,-73.98915076,40.75513557,-73.98658032
40.71929301,-73.94500379,40.6800105,-73.938475
40.73047747,-73.99906065,40.7208736,-73.98085795
40.74144387,-73.97536082,40.74290902,-73.97706058
40.74144387,-73.97536082,40.74290902,-73.97706058
40.71273266,-74.0046073,40.70955958,-74.00653609
40.72066442,-73.98517977,40.7208736,-73.98085795
40.6662078,-73.98199886,40.67260298,-73.98983002
40.72243797,-74.00566443,40.75018156,-74.00218427
40.73492695,-73.99200509,40.73935542,-73.99931783
40.7869946,-73.94164802,40.77632142,-73.96427393
40.74173969,-73.99415556,40.72467721,-73.98783413
40.72153267,-73.95782357,40.71924,-73.95242
40.71406667,-73.99293911,40.7190095,-73.95852515
40.72153267,-73.95782357,40.71924,-73.95242
40.69681963,-73.93756926,40.70691254,-73.95441667
40.74901271,-73.98848395,40.76095756,-73.96724467
40.71406667,-73.99293911,40.7190095,-73.95852515
40.70924826,-73.96063149,40.69454609,-73.95801365
40.72743423,-73.99379025,40.71910537,-73.99973337
40.74394314,-73.97966069,40.73704984,-73.99009296
40.75892386,-73.96226227,40.75929124,-73.98859651
40.74765947,-73.98490707,40.75216528,-73.97992194
40.68962189,-73.98304269,40.693261,-73.968896
40.73997354,-74.00513873,40.7208736,-73.98085795
40.73997354,-74.00513873,40.7208736,-73.98085795
40.74317449,-74.00366443,40.75640548,-73.9900262
40.72110063,-73.9919254,40.73020661,-73.99102628
40.74144387,-73.97536082,40.751551,-73.993934
40.73997354,-74.00513873,40.7208736,-73.98085795
40.7451677,-73.98683077,40.73912601,-73.97973776
40.73331967,-73.99510132,40.73221853,-73.98165557
40.7451677,-73.98683077,40.73912601,-73.97973776
40.75892386,-73.96226227,40.75929124,-73.98859651
40.71893904,-73.99266288,40.71406667,-73.99293911
40.71754834,-74.01322069,40.71754834,-74.01322069
40.73401143,-74.00293877,40.72743423,-73.99379025
40.76500525,-73.95818491,40.7689738,-73.95482273
40.70463334,-74.01361706,40.71748752,-74.0104554
40.6902375,-73.99203074,40.6851443,-73.95380904
40.799484,-73.955613,40.7934337,-73.94945003
40.8021174,-73.96818053,40.7997568,-73.96211287
40.72953837,-73.98426726,40.72430527,-73.99600983
40.77748046,-73.98288594,40.77579377,-73.97620574
40.70569254,-74.01677685,40.71625008,-74.0091059
40.71893904,-73.99266288,40.72743423,-73.99379025
40.71285887,-73.96590294,40.72955361,-73.98057249
40.77748046,-73.98288594,40.78839,-73.9747
40.73781509,-73.99994661,40.73726186,-73.99238967
40.6746957,-73.99785768,40.67434,-74.00194698
40.7734066,-73.97782542,40.795346,-73.96186
40.71893904,-73.99266288,40.74475148,-73.99915362
40.72110063,-73.9919254,40.71850211,-73.98329859
40.73221853,-73.98165557,40.73912601,-73.97973776
40.7811223,-73.94965589,40.751581,-73.97791
40.7014851,-73.98656928,40.69794,-73.96986848
40.72430527,-73.99600983,40.72779126,-73.98564945
40.74971775,-74.00295035,40.75594159,-74.0021163
40.74765947,-73.98490707,40.75668721,-73.98257732
40.735238,-74.000271,40.72706363,-73.99662137
40.74765947,-73.98490707,40.75668721,-73.98257732
40.76461837,-73.98789473,40.76009437,-73.99461843
40.7361967,-74.00859207,40.73532427,-73.99800419
40.72110063,-73.9919254,40.74487634,-73.99529885
40.71924,-73.95242,40.72481256,-73.94752622
40.71534825,-73.96024116,40.698617,-73.941342
40.7489006,-73.97604882,40.73912601,-73.97973776
40.71534825,-73.96024116,40.698617,-73.941342
40.71893904,-73.99266288,40.73047309,-73.98672378
40.71605866,-73.99190759,40.72743423,-73.99379025
40.72467721,-73.98783413,40.739445,-73.976806
40.74290902,-73.97706058,40.72110063,-73.9919254
40.7839636,-73.9471673,40.79329668,-73.9432083
40.71893904,-73.99266288,40.71413089,-73.9970468
40.78839,-73.9747,40.7919557,-73.968087
40.7153379,-74.01658354,40.714215,-73.981346
40.711863,-73.944024,40.72325,-73.94308
40.73020661,-73.99102628,40.75527307,-73.98316936
40.75058535,-73.99468482,40.74345335,-74.00004031
40.7746671,-73.98470567,40.76030096,-73.99884222
40.740983,-74.001702,40.70767788,-73.94016171
40.75899656,-73.96865398,40.751873,-73.977706
40.7862586,-73.94552579,40.7839636,-73.9471673
40.7814107,-73.95595908,40.7973721,-73.97041192
40.72779126,-73.98564945,40.73704984,-73.99009296
40.7612274,-73.96094022,40.76227205,-73.98788205
40.70355377,-74.00670227,40.7462009,-73.98855723
40.75038009,-73.98338988,40.69512845,-73.99595065
40.7612274,-73.96094022,40.768254,-73.988639
40.71273266,-74.0046073,40.71625008,-74.0091059
40.746745,-74.007756,40.73997354,-74.00513873
40.799484,-73.955613,40.7997568,-73.96211287
40.72955361,-73.98057249,40.7575699,-73.99098507
40.7361967,-74.00859207,40.707873,-74.00167
40.7739139,-73.95439535,40.787801,-73.953559
40.72710258,-74.00297088,40.71602118,-73.99974372
40.7882213,-73.97041561,40.7921,-73.9739
40.72710258,-74.00297088,40.71602118,-73.99974372
40.71924,-73.95242,40.72146256,-73.94800901
40.73291553,-74.00711384,40.73223272,-73.98889957
40.74173969,-73.99415556,40.799484,-73.955613
40.73535398,-74.00483091,40.740983,-74.001702
40.73038599,-74.00214988,40.73020661,-73.99102628
40.76370739,-73.9851615,40.76695317,-73.98169333
40.75058535,-73.99468482,40.75255434,-73.97282625
40.70530954,-74.00612572,40.75455731,-73.96592976
40.74345335,-74.00004031,40.75058535,-73.99468482
40.7903051,-73.94755757,40.7862586,-73.94552579
40.710451,-73.960876,40.71534825,-73.96024116
40.71044554,-73.96525063,40.70255088,-73.98940236
40.710451,-73.960876,40.71534825,-73.96024116
40.76019252,-73.9912551,40.76030096,-73.99884222
40.69794,-73.96986848,40.68981035,-73.97493121
40.7158155,-73.99422366,40.69474881,-73.98362464
40.6867443,-73.99063168,40.68962189,-73.98304269
40.72317958,-73.99480012,40.778301,-73.9488134
40.7158155,-73.99422366,40.72066442,-73.98517977
40.73047309,-73.98672378,40.718822,-73.99596
40.76227205,-73.98788205,40.771522,-73.990541
40.739445,-73.976806,40.75323098,-73.97032517
40.6902375,-73.99203074,40.6861758,-73.99645295
40.76703432,-73.9562273,40.7882213,-73.97041561
40.75058535,-73.99468482,40.75640548,-73.9900262
40.739445,-73.976806,40.75323098,-73.97032517
40.74475148,-73.99915362,40.7381765,-73.97738662
40.77140426,-73.9535166,40.74394314,-73.97966069
40.7903051,-73.94755757,40.7862586,-73.94552579
40.7423543,-73.98915076,40.73587678,-73.98205027
40.74290902,-73.97706058,40.74901271,-73.98848395
40.7867947,-73.977112,40.79313481,-73.97700369
40.75797322,-73.96603308,40.7817212,-73.94594
40.768254,-73.988639,40.7814107,-73.95595908
40.72917025,-73.99810231,40.7689738,-73.95482273
40.7867947,-73.977112,40.77966809,-73.98093045
40.70955958,-74.00653609,40.70122128,-74.01234218
40.70955958,-74.00653609,40.70122128,-74.01234218
40.74395411,-73.99144871,40.7381765,-73.97738662
40.75058535,-73.99468482,40.75929124,-73.98859651
40.6867443,-73.99063168,40.6809591,-73.99905709
40.73587678,-73.98205027,40.751873,-73.977706
40.73454567,-73.99074142,40.76590936,-73.97634151
40.72490985,-74.00154702,40.71748752,-74.0104554
40.7169811,-73.94485918,40.72325,-73.94308
40.6772744,-73.98282002,40.6705135,-73.98876585
40.72917025,-73.99810231,40.7208736,-73.98085795
40.6867443,-73.99063168,40.68312489,-73.97895137
40.73291553,-74.00711384,40.71602118,-73.99974372
40.73291553,-74.00711384,40.71602118,-73.99974372
40.71534825,-73.96024116,40.72311651,-73.95212324
40.73026,-73.95394,40.72576997,-73.9507395
40.7361967,-74.00859207,40.74780373,-73.9734419
40.72917025,-73.99810231,40.71605866,-73.99190759
40.75929124,-73.98859651,40.7643971,-73.97371465
40.68402,-73.94977,40.71335226,-73.94910336
40.711512,-74.015756,40.6793307,-73.97519523
40.75640548,-73.9900262,40.75510267,-73.97498696
40.74334935,-74.00681753,40.73536706,-73.98797393
40.73997354,-74.00513873,40.72706363,-73.99662137
40.7190095,-73.95852515,40.72311651,-73.95212324
40.75929124,-73.98859651,40.7643971,-73.97371465
40.75929124,-73.98859651,40.7643971,-73.97371465
40.74854862,-73.98808416,40.7734066,-73.97782542
40.75929124,-73.98859651,40.7643971,-73.97371465
40.73291553,-74.00711384,40.71602118,-73.99974372
40.71413311,-73.95234386,40.72481256,-73.94752622
40.73291553,-74.00711384,40.71602118,-73.99974372
40.77140426,-73.9535166,40.778301,-73.9488134
40.68900443,-73.96023854,40.69454609,-73.95801365
40.74524768,-73.94733276,40.74966,-73.9521
40.68900443,-73.96023854,40.69454609,-73.95801365
40.71413089,-73.9970468,40.72066442,-73.98517977
40.74345335,-74.00004031,40.73038599,-74.00214988
40.74345335,-74.00004031,40.73038599,-74.00214988
40.74345335,-74.00004031,40.73038599,-74.00214988
40.73172428,-74.00674436,40.75019995,-73.99093085
40.72019576,-73.98997825,40.714215,-73.981346
40.72210379,-73.99724901,40.7208736,-73.98085795
40.72706363,-73.99662137,40.72317958,-73.99480012
40.75018156,-74.00218427,40.76584941,-73.98690506
40.714215,-73.981346,40.71291224,-74.01020234
40.72066442,-73.98517977,40.7575699,-73.99098507
40.73401143,-74.00293877,40.72019576,-73.98997825
40.71754834,-74.01322069,40.7158155,-73.99422366
40.74469738,-73.93540375,40.6800105,-73.938475
40.75968085,-73.97031366,40.76228826,-73.98336183
40.75527307,-73.98316936,40.69089272,-73.99612349
40.73781509,-73.99994661,40.74475148,-73.99915362
40.68488,-73.96304,40.67514684,-73.97523209
40.73532427,-73.99800419,40.73649403,-73.99704374
40.71754834,-74.01322069,40.71605866,-73.99190759
40.74780373,-73.9734419,40.73020661,-73.99102628
40.73454567,-73.99074142,40.70834698,-74.01713445
40.73454567,-73.99074142,40.70834698,-74.01713445
40.75668721,-73.98257732,40.73912601,-73.97973776
40.71605866,-73.99190759,40.71910537,-73.99973337
40.7361967,-74.00859207,40.74734825,-73.99723551
40.73047309,-73.98672378,40.73020661,-73.99102628
40.73047309,-73.98672378,40.73020661,-73.99102628
40.74232744,-73.95411749,40.73026,-73.95394
40.73331967,-73.99510132,40.73226398,-73.99852205
40.71605866,-73.99190759,40.71910537,-73.99973337
40.7361967,-74.00859207,40.74734825,-73.99723551
40.76030096,-73.99884222,40.751873,-73.977706
40.72210379,-73.99724901,40.73454567,-73.99074142
40.76019252,-73.9912551,40.75640548,-73.9900262
40.70767788,-73.94016171,40.69237074,-73.93705428
40.74290902,-73.97706058,40.72621788,-73.98379855
40.73935542,-73.99931783,40.751396,-74.005226
40.69681963,-73.93756926,40.6933982,-73.939877
40.74395411,-73.99144871,40.73047309,-73.98672378
40.751551,-73.993934,40.746647,-73.993915
40.77452835,-73.98753759,40.76500525,-73.95818491
40.75097711,-73.98765428,40.75594159,-74.0021163
40.73401143,-74.00293877,40.72706363,-73.99662137
40.804213,-73.96699104,40.76727216,-73.99392888
40.76095756,-73.96724467,40.7869946,-73.94164802
40.75513557,-73.98658032,40.75097711,-73.98765428
40.73401143,-74.00293877,40.75929124,-73.98859651
40.75513557,-73.98658032,40.75097711,-73.98765428
40.74177603,-74.00149746,40.74177603,-74.00149746
40.72066442,-73.98517977,40.73649403,-73.99704374
40.71739973,-73.98016555,40.72430527,-73.99600983
40.72903917,-73.99404649,40.73143724,-73.99490342
40.6787242,-73.99599099,40.679043,-74.011169
40.71247661,-73.94100005,40.71167351,-73.95141312
40.72621788,-73.98379855,40.73827428,-73.98751968
40.74025878,-73.98409214,40.73492695,-73.99200509
40.67890679,-73.94142771,40.73454567,-73.99074142
40.7937704,-73.971888,40.7921,-73.9739
40.73901691,-74.00263761,40.74734825,-73.99723551
40.746647,-73.993915,40.6809591,-73.99905709
40.7575699,-73.99098507,40.76030096,-73.99884222
40.70411791,-73.94818595,40.70583339,-73.94644578
40.7728384,-73.94989233,40.76663814,-73.95348296
