1343002,1,-73.961257,40.780495,"-73.9520818909794,40.790465761283365"
1193007,1,-73.961257,40.780495,"-73.95686919919399,40.77787906989024"
1193028,1,-73.961257,40.780495,"-73.96124791331744,40.77188278558708"
1183035,1,-73.961257,40.780495,"-73.96496593113545,40.77226792447274"
1273036,1,-73.961257,40.780495,"-73.95865660346753,40.781224871628005"
1183061,1,-73.961257,40.780495,"-73.96385705964296,40.77409645849823"
1193023,1,-73.961257,40.780495,"-73.95938461710816,40.77443764168776"
1208035,128,-73.961257,40.780495,"-73.9517907039846,40.78162811230829"
1273028,1,-73.961257,40.780495,"-73.95539877699373,40.785685310877426"
1183051,1,-73.961257,40.780495,"-73.96146833828692,40.777377266470026"
1193012,1,-73.961257,40.780495,"-73.95872685960323,40.77533667253907"
1273003,1,-73.961257,40.780495,"-73.96046168928181,40.77844972002651"
1348077,74,-73.961257,40.780495,"-73.95275225822073,40.78900421015382"
1193037,1,-73.961257,40.780495,"-73.96094677501678,40.77165997957201"
1348102,165,-73.961257,40.780495,"-73.95561577703023,40.78823985428546"
1193018,1,-73.961257,40.780495,"-73.9566978764717,40.777831456411484"
1193026,1,-73.961257,40.780495,"-73.96074637635694,40.772565459227344"
1264956,222,-73.961257,40.780495,"-73.955843254055,40.77242568424638"
1183046,1,-73.961257,40.780495,"-73.96241179105513,40.77550109648426"
1273081,1,-73.961257,40.780495,"-73.95301213784163,40.7783189717204"
1193001,53,-73.961257,40.780495,"-73.96164512013961,40.77133407440036"
1264954,2,-73.961257,40.780495,"-73.95514225694205,40.77305095243813"
1348108,88,-73.961257,40.780495,"-73.95440789464128,40.789080541571934"
1264939,1,-73.961257,40.780495,"-73.95196827793333,40.77740007662918"
1273009,1,-73.961257,40.780495,"-73.95961259877028,40.779913458400394"
1263044,1,-73.961257,40.780495,"-73.95281246154127,40.771969803550746"
1273071,1,-73.961257,40.780495,"-73.95355835095344,40.77873743864569"
1273078,1,-73.961257,40.780495,"-73.95658548833367,40.779823443043256"
1193019,1,-73.961257,40.780495,"-73.9563348967378,40.77832908651806"
1033057,1,-73.961257,40.780495,"-73.97080261949984,40.78819728639322"
1193021,1,-73.961257,40.780495,"-73.95524589028516,40.779815432092406"
1208034,209,-73.961257,40.780495,"-73.95196609115439,40.78177986518041"
1273016,1,-73.961257,40.780495,"-73.95762183232907,40.78233797616152"
1348078,93,-73.961257,40.780495,"-73.95233624310275,40.78957723193874"
1273050,1,-73.961257,40.780495,"-73.95250836651903,40.786915966964756"
1033058,1,-73.961257,40.780495,"-73.97047018910708,40.788654222088155"
1193041,1,-73.961257,40.780495,"-73.96038421938921,40.77225104709388"
1193045,1,-73.961257,40.780495,"-73.95971184343632,40.773533648966385"
1264896,217,-73.961257,40.780495,"-73.95142571051544,40.773868651212645"
1183009,3,-73.961257,40.780495,"-73.96329604495767,40.77504119494577"
1273033,1,-73.961257,40.780495,"-73.95723710991875,40.783167935417254"
1208029,513,-73.961257,40.780495,"-73.95340451516806,40.779807865638624"
1263045,1,-73.961257,40.780495,"-73.9525242027984,40.77276050789807"
1273080,1,-73.961257,40.780495,"-73.95454669002028,40.778968720601355"
1183057,1,-73.961257,40.780495,"-73.96295872540558,40.77573315483152"
1193024,1,-73.961257,40.780495,"-73.95974245944225,40.7739457424094"
1264940,1,-73.961257,40.780495,"-73.9521212383391,40.77758469916225"
1183052,1,-73.961257,40.780495,"-73.96188963075913,40.7771587312647"
1183059,1,-73.961257,40.780495,"-73.96321118750105,40.77510092614576"
1264957,326,-73.961257,40.780495,"-73.95638675577045,40.77168162718563"
1273018,1,-73.961257,40.780495,"-73.95663038104227,40.78369060835211"
1183053,1,-73.961257,40.780495,"-73.96188572459054,40.77706247706699"
1264944,1,-73.961257,40.780495,"-73.95321031486667,40.77609825385673"
1273005,1,-73.961257,40.780495,"-73.95899839543733,40.78045002356471"
1273014,1,-73.961257,40.780495,"-73.96099330030519,40.778022507503"
1273052,1,-73.961257,40.780495,"-73.95138710377066,40.78538857801456"
1208017,488,-73.961257,40.780495,"-73.95664344960682,40.77537595731742"
1208033,313,-73.961257,40.780495,"-73.95249240138676,40.78105874800868"
1273025,1,-73.961257,40.780495,"-73.9552575398277,40.78778095284487"
1193005,1,-73.961257,40.780495,"-73.95540971601103,40.77988242812099"
1263043,1,-73.961257,40.780495,"-73.95318614315015,40.77146363723513"
1273055,1,-73.961257,40.780495,"-73.95265879546302,40.78364714854914"
1273060,1,-73.961257,40.780495,"-73.95445080303097,40.78090526653251"
1208032,117,-73.961257,40.780495,"-73.95223398631401,40.78102879855148"
1273034,1,-73.961257,40.780495,"-73.9576556463101,40.78259745195662"
1033051,1,-73.961257,40.780495,"-73.97020991526324,40.789350249407725"
1273004,1,-73.961257,40.780495,"-73.9594643861308,40.7798108850988"
1193002,1,-73.961257,40.780495,"-73.95905549773697,40.77408668749788"
1273038,1,-73.961257,40.780495,"-73.95343423130406,40.787749862082165"
1033059,1,-73.961257,40.780495,"-73.96950858174255,40.78996891888165"
1208016,572,-73.961257,40.780495,"-73.95711873983284,40.77472281772353"
1208008,109,-73.961257,40.780495,"-73.95872496971847,40.772123004753176"
1193006,1,-73.961257,40.780495,"-73.95642752607372,40.778486529382135"
1264958,282,-73.961257,40.780495,"-73.95613074321625,40.77168931394667"
1183045,1,-73.961257,40.780495,"-73.96266817630122,40.77543240124009"
1193047,1,-73.961257,40.780495,"-73.95952813901349,40.77394723420626"
1208025,313,-73.961257,40.780495,"-73.9548180709251,40.77787781205215"
1273011,1,-73.961257,40.780495,"-73.96043802675517,40.778942078613746"
1183049,1,-73.961257,40.780495,"-73.96119157380555,40.77686709658627"
1273023,1,-73.961257,40.780495,"-73.95475050613156,40.78627493692372"
1033050,1,-73.961257,40.780495,"-73.96972493836482,40.79000848898474"
1183067,1,-73.961257,40.780495,"-73.96469011974989,40.77314430618988"
1273051,1,-73.961257,40.780495,"-73.95183453098822,40.78634114595214"
1264945,1,-73.961257,40.780495,"-73.95353606676072,40.775597250534396"
1264955,328,-73.961257,40.780495,"-73.9557120118639,40.77226414304836"
1273082,1,-73.961257,40.780495,"-73.95348058079533,40.778517165129685"
