1264942,1,-73.961257,40.780495,"-73.95231034584754,40.7769265814092"
1263046,1,-73.961257,40.780495,"-73.95319775449201,40.77183805858995"
1273031,1,-73.961257,40.780495,"-73.95670655683313,40.7840888639899"
1208036,66,-73.961257,40.780495,"-73.95128584455485,40.78231839310086"
1273058,1,-73.961257,40.780495,"-73.95403584515621,40.7817625092581"
1273064,1,-73.961257,40.780495,"-73.95253061829823,40.78353159658707"
1273013,1,-73.961257,40.780495,"-73.96087134092495,40.77829622335989"
1183043,1,-73.961257,40.780495,"-73.9635616586769,40.774201893588994"
1208014,466,-73.961257,40.780495,"-73.95764624963907,40.7739981566634"
1208018,49,-73.961257,40.780495,"-73.95630060021895,40.7754495438573"
1193043,1,-73.961257,40.780495,"-73.9599659221485,40.77290967994866"
1273029,1,-73.961257,40.780495,"-73.95585171593875,40.78506540005499"
1183060,1,-73.961257,40.780495,"-73.96396757495768,40.774497947174616"
1264941,1,-73.961257,40.780495,"-73.95261732533184,40.776874266381675"
1348095,322,-73.961257,40.780495,"-73.95416864095063,40.79021633832815"
1193022,1,-73.961257,40.780495,"-73.95487669705699,40.78031784932332"
1208011,318,-73.961257,40.780495,"-73.95834150559676,40.772650277013604"
1273040,1,-73.961257,40.780495,"-73.9528607195479,40.78834139855817"
1183023,1,-73.961257,40.780495,"-73.96661766251424,40.7706174692038"
1183055,1,-73.961257,40.780495,"-73.96247604250905,40.77599121958532"
1193033,1,-73.961257,40.780495,"-73.9618869311213,40.77071370608244"
1264948,112,-73.961257,40.780495,"-73.95402169964407,40.774924831920856"
1208020,436,-73.961257,40.780495,"-73.9561795903595,40.77600967989833"
1193010,1,-73.961257,40.780495,"-73.9582938741532,40.775931826343296"
1273020,1,-73.961257,40.780495,"-73.9560812057501,40.78445177350622"
1273045,1,-73.961257,40.780495,"-73.95223419853426,40.78903795539883"
1183065,1,-73.961257,40.780495,"-73.96434136701502,40.77343683523561"
1193003,33,-73.961257,40.780495,"-73.9576074795956,40.77658136952714"
1348098,123,-73.961257,40.780495,"-73.95429897188836,40.78978725557069"
1273070,1,-73.961257,40.780495,"-73.95295013818695,40.778479367308535"
1183015,1,-73.961257,40.780495,"-73.96618247632922,40.770607149500336"
1348079,1,-73.961257,40.780495,"-73.95202371175493,40.79000975595302"
1183006,4,-73.961257,40.780495,"-73.96142974012584,40.77687316399249"
1264946,1,-73.961257,40.780495,"-73.95322557991554,40.77566385847144"
1273001,1,-73.961257,40.780495,"-73.95223688069316,40.786666699607416"
1208004,328,-73.961257,40.780495,"-73.9597452905222,40.770726098093206"
1208021,405,-73.961257,40.780495,"-73.9557544044234,40.77659033798953"
1273024,1,-73.961257,40.780495,"-73.95458740783694,40.787500762788916"
1273006,1,-73.961257,40.780495,"-73.95916410939489,40.78052780563462"
1183068,1,-73.961257,40.780495,"-73.96481155048191,40.772790073750635"
1208007,356,-73.961257,40.780495,"-73.95928074735671,40.77136111295573"
1273015,1,-73.961257,40.780495,"-73.95798391856036,40.781848881434264"
1183041,1,-73.961257,40.780495,"-73.96384537145369,40.773619381010704"
1183037,1,-73.961257,40.780495,"-73.9646433553088,40.77238748028867"
1208023,249,-73.961257,40.780495,"-73.95517165568815,40.776993892685354"
1183050,1,-73.961257,40.780495,"-73.9612424476632,40.77738069727116"
1193030,1,-73.961257,40.780495,"-73.96153151721775,40.7718122271423"
1273073,1,-73.961257,40.780495,"-73.95644526557749,40.77995359462844"
1273061,1,-73.961257,40.780495,"-73.95392386293152,40.781627436986604"
1033122,1,-73.961257,40.780495,"-73.969941099285,40.78937728558428"
1183036,1,-73.961257,40.780495,"-73.9646947402032,40.772316042926086"
1183040,1,-73.961257,40.780495,"-73.96420508359894,40.77303474992266"
1183048,1,-73.961257,40.780495,"-73.96228405114982,40.77594777609205"
1033052,1,-73.961257,40.780495,"-73.97076909516412,40.78858245182786"
1183066,1,-73.961257,40.780495,"-73.96464574713188,40.77321689113328"
1183056,1,-73.961257,40.780495,"-73.96284335530683,40.775777072121166"
1183044,1,-73.961257,40.780495,"-73.9632100181877,40.77468526180959"
1273053,1,-73.961257,40.780495,"-73.95165014626889,40.78503038096996"
1033053,1,-73.961257,40.780495,"-73.97119715762476,40.78799136817361"
1273049,1,-73.961257,40.780495,"-73.95156547265866,40.78820932623318"
1273075,1,-73.961257,40.780495,"-73.95781431264838,40.780530729613936"
1183071,1,-73.961257,40.780495,"-73.96522353620722,40.77222291161899"
1193008,1,-73.961257,40.780495,"-73.9574879130247,40.77703417468292"
1208005,535,-73.961257,40.780495,"-73.95996715961826,40.77082357833555"
1208012,157,-73.961257,40.780495,"-73.95786680080982,40.773302243301075"
1273017,1,-73.961257,40.780495,"-73.9570768623896,40.78308489551684"
1273079,1,-73.961257,40.780495,"-73.95616091784179,40.7796446244883"
1208009,473,-73.961257,40.780495,"-73.95908298789702,40.77203047427386"
1273002,1,-73.961257,40.780495,"-73.96082495130267,40.77795051376464"
1348101,265,-73.961257,40.780495,"-73.95544802887348,40.788208516965376"
1183018,1,-73.961257,40.780495,"-73.9654877904306,40.77156132117418"
1273039,1,-73.961257,40.780495,"-73.9534311799881,40.788079210985195"
1273037,1,-73.961257,40.780495,"-73.9537900746624,40.78758867694597"
1273042,1,-73.961257,40.780495,"-73.95160653320922,40.78878055463345"
1273043,1,-73.961257,40.780495,"-73.95234415686416,40.788937722943736"
1273041,1,-73.961257,40.780495,"-73.95285663621104,40.78842752530008"
1208027,146,-73.961257,40.780495,"-73.9543533190294,40.77851180315871"
1183047,1,-73.961257,40.780495,"-73.96233837953865,40.77556967100549"
1273046,1,-73.961257,40.780495,"-73.95350471822455,40.78828112038446"
1193013,1,-73.961257,40.780495,"-73.95865364552071,40.7751463079324"
1273010,1,-73.961257,40.780495,"-73.96006293563,40.779296074413516"
1273077,1,-73.961257,40.780495,"-73.95772193788449,40.78030413935921"
1348097,179,-73.961257,40.780495,"-73.95475953721188,40.78941033187256"
1183069,1,-73.961257,40.780495,"-73.96515667782228,40.77260412750136"
1193016,1,-73.961257,40.780495,"-73.95805857522676,40.77596422386994"
1264943,1,-73.961257,40.780495,"-73.95283463937659,40.7762070453082"
1193034,1,-73.961257,40.780495,"-73.9614767981987,40.77096073623186"
1273044,1,-73.961257,40.780495,"-73.95148391484045,40.78858112587832"
1273054,1,-73.961257,40.780495,"-73.95225726860214,40.784194133056324"
1264950,1726,-73.961257,40.780495,"-73.95415052774207,40.77440670691587"
1183038,1,-73.961257,40.780495,"-73.96457278084884,40.77280940372385"
1193042,1,-73.961257,40.780495,"-73.96059247279106,40.77249053256437"
1183008,25,-73.961257,40.780495,"-73.96344605783884,40.77466093240511"
1208031,70,-73.961257,40.780495,"-73.95259481452428,40.780531955095874"
1193015,1,-73.961257,40.780495,"-73.95810808278486,40.77556726879321"
1193048,1,-73.961257,40.780495,"-73.95911357842293,40.774517788738876"
1273048,1,-73.961257,40.780495,"-73.95402972167147,40.78756221970981"
1183054,1,-73.961257,40.780495,"-73.96187677971751,40.7768142920245"
1193038,1,-73.961257,40.780495,"-73.96108617882486,40.77181406771195"
1183070,1,-73.961257,40.780495,"-73.96521101788541,40.77253455394539"
1193020,1,-73.961257,40.780495,"-73.9557997350102,40.77905797144375"
1264959,229,-73.961257,40.780495,"-73.9566056219071,40.771033397905526"
1273022,1,-73.961257,40.780495,"-73.95509969008039,40.78579332333417"
1183007,6,-73.961257,40.780495,"-73.9638352410301,40.77453396635121"
1193035,1,-73.961257,40.780495,"-73.96153280525118,40.77107930800129"
1193039,1,-73.961257,40.780495,"-73.96085901938747,40.772124031303996"
1264949,288,-73.961257,40.780495,"-73.95443651012674,40.77435430753073"
1208028,267,-73.961257,40.780495,"-73.95387192177782,40.77917094660356"
1273030,1,-73.961257,40.780495,"-73.95634085451724,40.78439378711745"
1273047,1,-73.961257,40.780495,"-73.95402614669825,40.78800563578916"
1348096,259,-73.961257,40.780495,"-73.95447305040157,40.789801243505366"
1183016,1,-73.961257,40.780495,"-73.96571772473615,40.77096259659345"
1183042,1,-73.961257,40.780495,"-73.96377976756874,40.77368500166662"
1264894,140,-73.961257,40.780495,"-73.9520177764685,40.77345241305552"
1183020,1,-73.961257,40.780495,"-73.96623101261974,40.77127247626214"
1273019,1,-73.961257,40.780495,"-73.95625578847775,40.783998615701464"
1273065,1,-73.961257,40.780495,"-73.95208216818075,40.78414778721221"
1348100,129,-73.961257,40.780495,"-73.95501333045898,40.788807860188136"
1348110,167,-73.961257,40.780495,"-73.95359107633273,40.788646195752236"
1193044,1,-73.961257,40.780495,"-73.96002131791289,40.77327524216787"
1273021,1,-73.961257,40.780495,"-73.95562546093385,40.78506758422371"
1183058,1,-73.961257,40.780495,"-73.96297656921459,40.775305700957816"
1273059,1,-73.961257,40.780495,"-73.9546113231678,40.78097560954337"
1183063,1,-73.961257,40.780495,"-73.96429996215767,40.773807858431184"
1193036,1,-73.961257,40.780495,"-73.96144078581798,40.77132404933632"
1273063,1,-73.961257,40.780495,"-73.95307519424146,40.78278924973574"
1263042,1,-73.961257,40.780495,"-73.95375912320854,40.77067206145072"
1273008,1,-73.961257,40.780495,"-73.95963354029251,40.7802464686955"
1193040,1,-73.961257,40.780495,"-73.9610734901426,40.77244901358572"
1273056,1,-73.961257,40.780495,"-73.95322141994026,40.78287744668898"
1193009,1,-73.961257,40.780495,"-73.95772213850333,40.776708115059996"
1208010,352,-73.961257,40.780495,"-73.95864278710927,40.77262994052432"
1264951,575,-73.961257,40.780495,"-73.95458879280186,40.7738041837888"
1273012,1,-73.961257,40.780495,"-73.96058991130033,40.778574262890174"
1193031,1,-73.961257,40.780495,"-73.96198481734615,40.77117406039128"
1264960,292,-73.961257,40.780495,"-73.9568714265673,40.77101987309085"
1348109,3,-73.961257,40.780495,"-73.95444813870584,40.78900786905732"
1193025,1,-73.961257,40.780495,"-73.9602846919503,40.77320204581223"
1208006,585,-73.961257,40.780495,"-73.95953056340814,40.771417778687535"
1193014,1,-73.961257,40.780495,"-73.95810177541074,40.775468723590755"
1208024,313,-73.961257,40.780495,"-73.95527559823836,40.777247939610554"
1264895,147,-73.961257,40.780495,"-73.95180646266446,40.77334739465417"
1273032,1,-73.961257,40.780495,"-73.95678163832129,40.78379072260563"
1183022,1,-73.961257,40.780495,"-73.96625454439425,40.770810338582464"
1208022,35,-73.961257,40.780495,"-73.9553865003687,40.77669854640402"
1208015,7,-73.961257,40.780495,"-73.9574113036071,40.77392420721499"
1208013,422,-73.961257,40.780495,"-73.95817808560719,40.77326982513402"
1273062,1,-73.961257,40.780495,"-73.95344913001507,40.78227465388066"
1273035,1,-73.961257,40.780495,"-73.95814824321795,40.78191849869064"
1273007,1,-73.961257,40.780495,"-73.95950392838041,40.78031876505107"
1273057,1,-73.961257,40.780495,"-73.95362890388323,40.782318858150155"
1193027,1,-73.961257,40.780495,"-73.9609948771492,40.77222827549142"
1263047,1,-73.961257,40.780495,"-73.95353266126543,40.77138201900962"
1264947,1,-73.961257,40.780495,"-73.95383425784553,40.774839501873444"
1193011,1,-73.961257,40.780495,"-73.95870988585966,40.77582040838951"
1264986,25,-73.961257,40.780495,"-73.95313239568208,40.77244178788022"
1273074,1,-73.961257,40.780495,"-73.95683316992185,40.780117034931685"
1273027,1,-73.961257,40.780495,"-73.95490903236418,40.78635781725261"
1193032,1,-73.961257,40.780495,"-73.96204385856137,40.770786216883536"
1263094,1,-73.961257,40.780495,"-73.95302827105543,40.77257222658118"
1348111,78,-73.961257,40.780495,"-73.95511883469429,40.78846601805446"
1183019,1,-73.961257,40.780495,"-73.96582523536853,40.77140050543481"
1208026,188,-73.961257,40.780495,"-73.95456050550257,40.77783622192885"
1208019,250,-73.961257,40.780495,"-73.95602475666695,40.775825008866846"
1273026,1,-73.961257,40.780495,"-73.95451185575781,40.78690301548818"
1264952,262,-73.961257,40.780495,"-73.9548541284124,40.77377609600808"
1208037,260,-73.961257,40.780495,"-73.95158297417811,40.78230523861934"
1273076,1,-73.961257,40.780495,"-73.95800735554424,40.780424010488034"
1193004,1,-73.961257,40.780495,"-73.95500459128421,40.78043173629646"
1193046,1,-73.961257,40.780495,"-73.9595302085748,40.7735512513821"
1263048,1,-73.961257,40.780495,"-73.95410845126564,40.770593212561884"
1273072,1,-73.961257,40.780495,"-73.95478672374149,40.77925649847121"
1183017,1,-73.961257,40.780495,"-73.96571410721998,40.771057160966535"
1264897,146,-73.961257,40.780495,"-73.9515763667824,40.7740550178745"
1183062,1,-73.961257,40.780495,"-73.96427290469107,40.7738904288608"
1193017,1,-73.961257,40.780495,"-73.9571430240789,40.77720959628251"
1208030,369,-73.961257,40.780495,"-73.95295735529355,40.78042549953132"
1193029,1,-73.961257,40.780495,"-73.96143644381348,40.77186556278139"
