"MULTILINESTRING ((-73.98037249029684 40.78311814869275, -73.97988298176301 40.78380057213697))",1365,1
"MULTILINESTRING ((-73.98582082455232 40.7572574659739, -73.98553726597243 40.75797328439624))",1153,1
"MULTILINESTRING ((-73.97042991648868 40.69611696026437, -73.96939450111492 40.69608038942063))",14,1
"MULTILINESTRING ((-73.87478179776015 40.66918763207205, -73.87379547310289 40.66933097569813))",1,1
"MULTILINESTRING ((-73.88224470631758 40.83542237230529, -73.88211097747154 40.83536989013183))",29,1
"MULTILINESTRING ((-73.93199509575894 40.85169579398211, -73.93322631519666 40.85221337778476))",9,1
"MULTILINESTRING ((-73.92825425779961 40.85432143258471, -73.92964434408914 40.85490802240828))",8,1
"MULTILINESTRING ((-73.96626581916361 40.58739865930457, -73.96644240794741 40.58663105112236))",145,1
"MULTILINESTRING ((-73.94496949276666 40.65291482925878, -73.9447708000977 40.65106441383689))",4,1
"MULTILINESTRING ((-73.91204310269796 40.84231881466098, -73.9118353516439 40.842930223926935))",123,1
"MULTILINESTRING ((-73.923689800309 40.68781049461675, -73.92103218346335 40.68811450707425))",18,1
"MULTILINESTRING ((-74.01135998211346 40.71492216972302, -74.01111845019138 40.71559339656568))",4,1
"MULTILINESTRING ((-73.97716313620154 40.787698695197804, -73.97835684724016 40.78820084650791))",4,1
"MULTILINESTRING ((-73.91962523025438 40.67264998548681, -73.91867968897142 40.67259823190175, -73.91855229988464 40.672591259073435, -73.91828882965113 40.672576836737306, -73.91817019658903 40.672570342802985, -73.91803830103967 40.67256312244702, -73.91790669307832 40.67255591789266, -73.91766692841666 40.67254279179539, -73.91755049364501 40.672536417404835, -73.91730270782293 40.67252285107012, -73.91719578722115 40.672516996966934, -73.91685659599955 40.672498424288186))",104,1
"MULTILINESTRING ((-73.93901753314597 40.81085655687446, -73.94218104355521 40.81217230995707))",11,1
"MULTILINESTRING ((-73.97687860729727 40.7181146754756, -73.97602724630023 40.71786958982145))",40,1
"MULTILINESTRING ((-74.00005480037619 40.678420166241395, -74.00040459572915 40.67768953301161))",3,1
"MULTILINESTRING ((-73.91726632656706 40.68330322405065, -73.91461135775113 40.68360560455083))",16,1
"MULTILINESTRING ((-73.89646020344185 40.81422380631886, -73.89504132263075 40.815611739367306))",35,1
"MULTILINESTRING ((-74.00748240672816 40.740941907414694, -74.00697077790475 40.741627126655516))",13,1
"MULTILINESTRING ((-73.94948618322631 40.64088595484756, -73.94938291473402 40.639928189773954))",1,1
"MULTILINESTRING ((-73.95924355719832 40.729721751276706, -73.95935688102874 40.73043302228706))",11,1
"MULTILINESTRING ((-74.0046351624464 40.72135363273812, -74.00376737243663 40.72238412636039))",3,1
"MULTILINESTRING ((-73.98458352631522 40.70434443620747, -73.98426700700016 40.70433859358959, -73.9825647966662 40.70428012142864))",10,1
"MULTILINESTRING ((-73.88739092071626 40.81794970494265, -73.88762326427795 40.818849266848))",1,1
"MULTILINESTRING ((-73.89834907371475 40.631093704978035, -73.89685544051052 40.629750212814585, -73.89652455967384 40.62945257275453))",2,1
"MULTILINESTRING ((-73.96615683421628 40.753877850620285, -73.96481162603337 40.75331437915424))",3,1
"MULTILINESTRING ((-73.98060653318117 40.72167733889615, -73.97823073299477 40.720674286692606))",15,1
"MULTILINESTRING ((-73.99392929615892 40.68645287064384, -73.99133249760558 40.68544840623611))",7,1
"MULTILINESTRING ((-73.87130777382183 40.67680551397449, -73.87038744421915 40.67693911721254))",1,1
"MULTILINESTRING ((-73.93134520149067 40.6097470578843, -73.92952402935286 40.608116740914596))",1,1
"MULTILINESTRING ((-73.91957806960811 40.65584224615376, -73.91802222611103 40.65448291586887))",4,1
"MULTILINESTRING ((-73.9048652271726 40.704409010093926, -73.90377242969903 40.70548290769857))",3,1
"MULTILINESTRING ((-73.95830999784317 40.61910581574021, -73.95817963540057 40.61840824296989))",4,1
"MULTILINESTRING ((-74.09302006006868 40.636209721658815, -74.09243894057867 40.63559638423972))",7,1
"MULTILINESTRING ((-73.9552292829688 40.78269386696943, -73.95476707228185 40.78331449153127))",29,1
"MULTILINESTRING ((-74.00647921474724 40.71123006277279, -74.00607959064907 40.71151464022816, -74.00599445402779 40.711575266512284, -74.00585049669355 40.71167768936516))",11,1
"MULTILINESTRING ((-73.87590719528728 40.65904758933986, -73.87493086684795 40.65769307274808))",2,1
"MULTILINESTRING ((-73.97614324757585 40.57974767374784, -73.97619105373326 40.57919563586806))",4,1
"MULTILINESTRING ((-73.96849273172947 40.69154480352141, -73.96753122875228 40.69164378219598))",1,1
"MULTILINESTRING ((-73.89970010299164 40.88481536727418, -73.90064701000269 40.88509924483325))",1,1
"MULTILINESTRING ((-74.22073413747367 40.54637902595764, -74.21975321282385 40.54388079460688, -74.21888584344418 40.54407004038564))",2,1
"MULTILINESTRING ((-73.995742656839 40.62809716415526, -73.99354225701082 40.626769227388515))",12,1
"MULTILINESTRING ((-73.90904547777558 40.877220720022, -73.90920768626455 40.87736249474142, -73.9093840023818 40.87749508615745, -73.90938415693863 40.87749520320965, -73.90938432254298 40.87749531139184, -73.90957338368307 40.877617556769785, -73.90957353760302 40.87761765572879, -73.909573703674 40.87761774581862, -73.90977384905428 40.877728617889055, -73.90977421692803 40.87772881585345, -73.9097746079994 40.87772899674867, -73.9099844160083 40.877827826767))",2,1
"MULTILINESTRING ((-73.89600903872221 40.68024215551387, -73.89570367085855 40.68066467984911))",2,1
"MULTILINESTRING ((-73.87848947386671 40.668654540136195, -73.87756808941216 40.66878747881995))",1,1
"MULTILINESTRING ((-73.92399509735564 40.84113204841537, -73.92484861140709 40.841495443359975))",2,1
"MULTILINESTRING ((-73.8721246187338 40.83585814262326, -73.87115576442532 40.8357610893302))",1,1
"MULTILINESTRING ((-73.84553746058708 40.886366419707294, -73.84445237251992 40.885900509221834))",3,1
"MULTILINESTRING ((-73.9591573032652 40.6083835254227, -73.95864980669934 40.60569740265854))",4,1
"MULTILINESTRING ((-73.95200438673729 40.67907293472469, -73.94964710530778 40.67896292906093))",4,1
"MULTILINESTRING ((-73.99471921926434 40.60800468815751, -73.99252082589025 40.60667533312282))",2,1
"MULTILINESTRING ((-73.97812378207455 40.745727173247516, -73.97735989042292 40.74540421517209))",4,1
"MULTILINESTRING ((-73.83725105900866 40.87656790653767, -73.83754098116158 40.877165537131056))",3,1
"MULTILINESTRING ((-73.89005353936061 40.86530205751964, -73.88949490612684 40.864945083059915, -73.88936441080827 40.86493486340122, -73.88936420914953 40.86493484511536, -73.8893640072994 40.86493480923939, -73.88923479418008 40.86490983153989, -73.88911107290349 40.864870415128294, -73.88911098975713 40.86487038824469, -73.88911089516661 40.864870343090054, -73.88899698216699 40.86481786147022, -73.88899682826339 40.86481778878464, -73.8889966858635 40.86481769868772, -73.88889566076506 40.86475415273461))",1,1
"MULTILINESTRING ((-73.95029937923313 40.6840014101237, -73.94701720846554 40.68437947629184))",2,1
"MULTILINESTRING ((-74.01167376255941 40.709687402514604, -74.01123100601572 40.71036686413968))",2,1
"MULTILINESTRING ((-73.96252326596903 40.671379738742644, -73.96141095820164 40.6711552293163))",1,1
"MULTILINESTRING ((-73.9897297536772 40.700735044277735, -73.9888184698936 40.70071191883421))",5,1
"MULTILINESTRING ((-74.12306233529694 40.611620101042575, -74.12266389157183 40.610583288009984))",1,1
"MULTILINESTRING ((-73.9286840449078 40.66508602327426, -73.92869200628128 40.66496229737656))",1,1
"MULTILINESTRING ((-73.88923948936302 40.849471220043185, -73.88815535951476 40.8489290682635))",2,1
"MULTILINESTRING ((-74.0639333134213 40.61634549200934, -74.063774916326 40.61624220728978, -74.06377469502327 40.616242061327355, -74.06377449811554 40.61624190731, -74.06362644334975 40.61612887467308, -74.06362630430489 40.61612876602378, -74.06362616656182 40.61612863928063, -74.06348967513092 40.61600653423852, -74.06336612626416 40.61587645472678, -74.06325682016922 40.6157398878956, -74.06325675171328 40.6157397983053, -74.06325669468883 40.615739708373646, -74.06316237225707 40.615597898931064))",2,1
"MULTILINESTRING ((-73.8384900541264 40.84275830211046, -73.8386262472844 40.84286702914328))",4,1
"MULTILINESTRING ((-74.11635585631385 40.637135274067376, -74.11610261726695 40.635900377484944))",1,1
"MULTILINESTRING ((-74.08496857467968 40.64313007531369, -74.08423033724874 40.642160138720236))",2,1
"MULTILINESTRING ((-73.99393650669813 40.75897926882782, -73.99547450233167 40.75962685651496))",1,1
"MULTILINESTRING ((-74.06845068161921 40.60847577814674, -74.06946682247975 40.60798049357148, -74.07003502617432 40.607712684921715))",1,1
"MULTILINESTRING ((-74.15666991018364 40.6202465082143, -74.15921098756118 40.62064120081085))",1,1
"MULTILINESTRING ((-73.90769505984962 40.71095166728999, -73.90732711804516 40.71015669779895))",1,1
"MULTILINESTRING ((-73.92673531835129 40.694280600564355, -73.92575051022065 40.69528485195201))",1,1
"MULTILINESTRING ((-73.99436092830206 40.69023947958176, -73.99236367043252 40.68969012327438))",3,1
"MULTILINESTRING ((-73.88835887308262 40.86632718700696, -73.88785856975308 40.865868550626494))",1,1
"MULTILINESTRING ((-74.0785462619616 40.64633485870688, -74.07879812368222 40.64648805345864, -74.07965497841168 40.64696732510644, -74.0796871198139 40.64698638348486, -74.07971959537655 40.64700511108913, -74.07975239783683 40.647023504238405, -74.0797855227922 40.64704156008746, -74.07981896297963 40.647059274787914, -74.07985271267624 40.64707664499291, -74.07988676682058 40.64709366869535, -74.07992111748949 40.64711034187978, -74.0799557596209 40.64712666203652, -74.07999068683223 40.64714262598675, -74.08002589252071 40.6471582303842, -74.08006137008519 40.6471734732229, -74.0800971140222 40.647188350820755, -74.08013311773112 40.64720286167441, -74.0801693739491 40.64721700227059, -74.08020587629463 40.64723077043563, -74.08024261882488 40.64724416299039, -74.08027959383983 40.647257178767326, -74.08031679605628 40.64726981441936, -74.08035421689334 40.6472820679419, -74.08039185128894 40.64729393699288, -74.08042969220222 40.647305419901734, -74.08046773149138 40.647316513993516, -74.08050596365538 40.64732721776409, -74.08054438187246 40.647337528872676, -74.08058297756207 40.64734744564981, -74.08062174522236 40.64735696592131, -74.0806606780331 40.64736608868659))",1,1
"MULTILINESTRING ((-73.86038519920734 40.6712517109905, -73.86026223585823 40.670749711138754, -73.86008529562538 40.67002733133053))",1,1
"MULTILINESTRING ((-73.95337096424974 40.70054566088596, -73.951920189279 40.701487549160774))",7,1
"MULTILINESTRING ((-74.00455842572836 40.70640686495701, -74.00386895770713 40.70579282225555))",8,1
"MULTILINESTRING ((-73.87925001961021 40.67942700508715, -73.8786049328142 40.67961243531337, -73.87836999979436 40.67967394466844))",27,1
"MULTILINESTRING ((-73.94567798206951 40.72702442191925, -73.94574163452661 40.727381467850684))",16,1
"MULTILINESTRING ((-73.89494375995511 40.88535294303801, -73.89438390485215 40.88537381115658))",122,1
"MULTILINESTRING ((-73.9921180588348 40.719832279499016, -73.9915054447527 40.721027599402504))",12,1
"MULTILINESTRING ((-73.82323817509393 40.88796616123935, -73.82261694339805 40.88832837468983))",173,1
"MULTILINESTRING ((-73.96753122875228 40.69164378219598, -73.96656628562566 40.69175568244215))",1,1
"MULTILINESTRING ((-73.9804096151717 40.69655934307986, -73.9794887526973 40.69648317952561, -73.97851035948563 40.69644251718518))",8,1
"MULTILINESTRING ((-74.11359534688926 40.57636442810856, -74.1142456090491 40.57594358926261))",1,1
"MULTILINESTRING ((-74.10981159145703 40.579113960529185, -74.11050795076399 40.57861233072139))",1,1
"MULTILINESTRING ((-73.92280347099287 40.63526735245782, -73.92273895626076 40.63465458383746, -73.92273012741752 40.634570726823256, -73.9227161711862 40.63443817333438, -73.92270684212217 40.63434956687916, -73.92270060847785 40.63429035925102, -73.92269325596705 40.634220528550834, -73.92264138040143 40.63372778429807, -73.92263523322096 40.63366939895095, -73.92261157424124 40.63344467219725, -73.92260642132744 40.633395730266955, -73.92258671676242 40.63320855636506))",1,1
"MULTILINESTRING ((-73.9696250019281 40.76025143953729, -73.96913247426595 40.76092919010494))",7,1
"MULTILINESTRING ((-73.98898482054337 40.72677887514424, -73.98660321960442 40.725778076564076))",8,1
"MULTILINESTRING ((-73.99086378713947 40.60013402897948, -73.99015003215155 40.599705024057755))",15,1
"MULTILINESTRING ((-73.94292746617377 40.78994868459664, -73.94229017032823 40.78967976012049, -73.94220740984791 40.78964483639747, -73.94055963793066 40.788949464856636))",6,1
"MULTILINESTRING ((-74.08160230250013 40.62684828671814, -74.08221543990558 40.6266504103925))",3,1
"MULTILINESTRING ((-73.98041846898893 40.672256366772196, -73.97806037392628 40.67111241317255))",7,1
"MULTILINESTRING ((-74.0017691600302 40.735761688823445, -74.00334159956924 40.73553895851734))",6,1
"MULTILINESTRING ((-73.94003140279675 40.58522646222994, -73.93908653385908 40.5854002073391))",41,1
"MULTILINESTRING ((-73.99209178152499 40.58722739635996, -73.99205994859352 40.58717129930946, -73.99190312451093 40.586931505791014, -73.99172907744928 40.586698042083825, -73.9915384829049 40.58647196962575, -73.991332189727 40.586254306977416, -73.99111117925023 40.58604596297754, -73.99087657341757 40.58584778415668))",32,1
"MULTILINESTRING ((-73.98852252159534 40.72146152133238, -73.98790241317056 40.722626636428195))",7,1
"MULTILINESTRING ((-73.95971043538988 40.66912835177346, -73.95860899224304 40.66889957164959))",11,1
"MULTILINESTRING ((-73.91667412224443 40.835847774616866, -73.91606469534594 40.83646750308375))",11,1
"MULTILINESTRING ((-73.9448355798611 40.82902289636446, -73.94757857070356 40.83017834022157))",11,1
"MULTILINESTRING ((-73.9496933022249 40.82360400028122, -73.94891101733357 40.82409816086668))",15,1
"MULTILINESTRING ((-73.96620573184114 40.79976083107827, -73.96786323064046 40.80046065113261))",4,1
"MULTILINESTRING ((-73.99567728599948 40.63078929204479, -73.99399551256158 40.629775915657135))",13,1
"MULTILINESTRING ((-73.89721065211488 40.826059050243, -73.8968389865223 40.825990551065715))",36,1
"MULTILINESTRING ((-73.94853260462561 40.71916717640296, -73.94751549550483 40.71926671869434, -73.94698955414425 40.71958379937701))",11,1
"MULTILINESTRING ((-73.91144159209946 40.62451103450824, -73.91115918866903 40.624736856204024, -73.91088959377456 40.62497240380107, -73.9106336354909 40.62521701143532, -73.910392107869 40.625469995963535, -73.91016568394016 40.62573060077168, -73.9099767050462 40.62597043223827))",2,1
"MULTILINESTRING ((-73.9342119847563 40.843568903178, -73.9356527129761 40.84420066446633))",6,1
"MULTILINESTRING ((-74.07781982477289 40.59920487417028, -74.07847558756761 40.59860946245714, -74.07844759580736 40.59848561414309))",2,1
"MULTILINESTRING ((-73.9199785222558 40.64503237584206, -73.9199506303303 40.644707630232325))",8,1
"MULTILINESTRING ((-73.99144825437018 40.69159658030811, -73.99174170647342 40.69099263654929))",31,1
"MULTILINESTRING ((-73.89463619843475 40.647490762661334, -73.89393604887992 40.64792918476487))",4,1
